,TB_African,TB_African American,TB_Arab,TB_Asian,TB_Black,TB_Caucasian,TB_European,TB_Hispanic,TB_Jewish,TB_Latino,TB_Middle Eastern,TB_Native American,TB_Roma,TB_South American,TB_White,TB,BAmt_African,BAmt_African American,BAmt_Arab,BAmt_Asian,BAmt_Black,BAmt_Caucasian,BAmt_European,BAmt_Hispanic,BAmt_Jewish,BAmt_Latino,BAmt_Middle Eastern,BAmt_Native American,BAmt_Roma,BAmt_South American,BAmt_White,BAmt,PB_p,PB,BS_d,Acc_d,TB_African_std,TB_African American_std,TB_Arab_std,TB_Asian_std,TB_Black_std,TB_Caucasian_std,TB_European_std,TB_Hispanic_std,TB_Jewish_std,TB_Latino_std,TB_Middle Eastern_std,TB_Native American_std,TB_Roma_std,TB_South American_std,TB_White_std,TB_std,BAmt_African_std,BAmt_African American_std,BAmt_Arab_std,BAmt_Asian_std,BAmt_Black_std,BAmt_Caucasian_std,BAmt_European_std,BAmt_Hispanic_std,BAmt_Jewish_std,BAmt_Latino_std,BAmt_Middle Eastern_std,BAmt_Native American_std,BAmt_Roma_std,BAmt_South American_std,BAmt_White_std,BAmt_std,PB_p_std,PB_std,BS_d_std,Acc_d_std
Baseline,0.012,-0.006153846153846119,0.00498084291187736,0.0036821705426356398,-0.0112268518518518,0.0,0.01739130434782608,1.97758476261356e-17,0.02619047619047618,0.00289115646258502,-0.00357142857142856,-0.016666666666666618,-0.0119047619047619,-0.00294117647058822,0.00957446808510634,0.012399073231860961,0.044,0.044615384615384564,0.011111111111111079,0.02073643410852708,0.027662037037037002,0.05,0.056521739130434755,0.026829268292682878,0.0357142857142857,0.01445578231292514,0.03214285714285708,0.04333333333333328,0.0357142857142857,0.0441176470588235,0.025531914893616958,0.03416573869768694,0.0,0.018801655741630157,0.024172577466543103,0.943779069767442,0.004,0.008970695222838892,0.001857348604374072,0.00403733849922472,0.003559851041488358,0.02614562582918986,0.014744195615489708,0.011569308512811113,0.019047619047619042,0.0040816326530611945,0.01071428571428568,0.013944333775567906,0.023809523809523798,0.011004874666982124,0.005540602834042454,0.0012737745669426008,0.008000000000000002,0.005756395979652223,0.003563424375045625,0.0036048595421973215,0.003757565527950923,0.018221724671391562,0.01267598238009847,0.008271134125762504,0.010647942749998994,0.0040245440701357875,0.007142857142857165,0.012247448713915877,0.01505846504842085,0.009300816647554071,0.005411433497174434,0.0026657161588006383,0.0,0.0025098442448089346,0.00573097740031955,0.0026680916059496646
African,0.016,0.0007692307692307804,0.00172413793103448,0.00387596899224804,-0.007291666666666622,0.03125,0.00217391304347826,0.0012195121951219803,-6.938893903907229e-19,0.0015306122448979598,-0.01785714285714282,-0.008333333333333321,-0.0023809523809523794,0.0029411764705882595,0.005053191489361659,0.01448101162184448,0.09999999999999999,0.10384615384615378,0.0319923371647509,0.05775193798449607,0.0628472222222222,0.1125,0.13260869565217387,0.0719512195121951,0.09047619047619045,0.04404761904761898,0.0678571428571428,0.08499999999999996,0.11190476190476187,0.12058823529411758,0.06356382978723399,0.0837956897166038,0.01765626864126096,0.0,0.02146460095144508,0.8612790697674418,0.013564659966250536,0.01709700828530216,0.0030531374426262603,0.0048643024798492385,0.004308914460413465,0.02614562582918986,0.015974933105107676,0.01182360940833248,0.019920476822239883,0.005851921950369084,0.01597191412499848,0.011785113019775773,0.029546842014263934,0.03529411764705879,0.006481945535613763,0.0045714038221536255,0.0363318042491699,0.028263343185959754,0.011725014366359643,0.01186135174271265,0.016411530969578446,0.04122158111960287,0.04204147740394285,0.016086470680820635,0.034173095462874566,0.01502385226214816,0.02500000000000002,0.023213980461973552,0.02451340509758809,0.059116915418358174,0.015264196651363554,0.022527398341426048,0.0018483119257513845,0.0,0.005089312967044944,0.0347309639858074
African American,0.038,-0.0007692307692307804,-0.00555555555555554,0.0021317829457364198,-0.0017361111111111002,0.003125,0.01304347826086956,-0.00243902439024392,0.01428571428571428,0.0018707482993197198,-0.03392857142857138,-0.013333333333333341,-0.030952380952380943,-0.02058823529411762,0.01063829787234038,0.01772484841732666,0.118,0.13769230769230767,0.03812260536398462,0.05755813953488366,0.06701388888888885,0.121875,0.09565217391304344,0.07804878048780482,0.119047619047619,0.04064625850340132,0.09107142857142854,0.09666666666666665,0.13571428571428568,0.12058823529411758,0.06117021276595741,0.09192450682962591,0.01790030101378254,0.0,0.014308883357967539,0.8733720930232558,0.02135415650406262,0.010714144828603132,0.007126848750091263,0.004683351152555988,0.004615139360503879,0.025,0.02107686894528838,0.012555646513398746,0.027561516435214817,0.003108106612669531,0.017313142347915454,0.01870828693386968,0.026726124191242432,0.03553837051057224,0.00594698930186116,0.004885115023906216,0.03655133376499413,0.03932868624973605,0.013470035119729459,0.016845979699302894,0.022195078909023457,0.04463392767839281,0.02321103967832893,0.03563814438098162,0.027147033930931846,0.014544545410357348,0.023555189211201644,0.026140645235596862,0.052489065916782394,0.0679660000487726,0.02269226490181015,0.027005285282332127,0.0058627289693421744,0.0,0.013253529858636636,0.028827830432821215
Arab,0.02,-0.01846153846153842,0.0063218390804597405,0.006589147286821679,-0.020138888888888862,-0.015625,0.04565217391304346,0.0,0.01666666666666666,0.007823129251700641,0.010714285714285681,-0.0016666666666666796,-0.0119047619047619,0.011764705882352941,0.01276595744680846,0.01894238717011406,0.088,0.09076923076923071,0.03888888888888882,0.05581395348837206,0.06666666666666664,0.103125,0.11086956521739126,0.07073170731707312,0.1071428571428571,0.04863945578231287,0.06785714285714281,0.0783333333333333,0.08809523809523807,0.08235294117647055,0.07234042553191486,0.0779750937511261,0.017708279530219823,0.0,0.03388591030832118,0.8568023255813954,0.01414213562373095,0.010714144828603153,0.005702251366336057,0.004129317006329953,0.0023832477178210502,0.038273277230987154,0.03253615118933861,0.022153539176323074,0.02876915707998706,0.0042822035074878044,0.013122266479195555,0.017795130420052152,0.031043820977155457,0.025300956667772413,0.0068118342951413256,0.005259366626098452,0.024819347291981715,0.033758628088448754,0.015042889217931461,0.013435139544524806,0.017470335429734477,0.058128360117932105,0.03663543379641894,0.023959613054132342,0.037646162621052116,0.017001699914736323,0.03224191086654963,0.032744804507314165,0.028769157079987066,0.040112299108781946,0.015770177745078294,0.02402251245131806,0.0034060456663975265,0.0,0.006998633463787753,0.03375028794220458
Asian,-0.01,-0.00923076923076922,0.0040229885057471,0.0056201550387596595,-0.012731481481481418,0.009375,0.0217391304347826,0.0012195121951219605,0.021428571428571422,0.0037414965986394,-0.01607142857142852,0.0016666666666666594,-0.0023809523809523803,0.008823529411764699,0.01010638297872338,0.01744262167421896,0.07799999999999999,0.0984615384615384,0.03773946360153254,0.0532945736434108,0.06226851851851848,0.115625,0.11739130434782605,0.07682926829268288,0.11190476190476187,0.0482993197278911,0.06249999999999996,0.07166666666666664,0.08333333333333329,0.07352941176470587,0.05957446808510634,0.07669450855653157,0.01940729209413124,0.0,0.02907217502313632,0.8645348837209303,0.021908902300206645,0.024519042231552587,0.003053137442626244,0.007389796885634729,0.004283971185954119,0.021194781197266466,0.015371886547533636,0.02870390803887756,0.020481726826291964,0.0021911732528444015,0.013122266479195555,0.025495097567963906,0.025421614885788826,0.019948029362133104,0.009003356850963162,0.002041822958783506,0.02039607805437114,0.0327804242348654,0.015896920640402084,0.017192445826524693,0.01511114940763119,0.01593443597997745,0.05298285916066931,0.036299697722285904,0.04797486114192828,0.015525636790513223,0.023282865732866604,0.029154759474226483,0.036108930685959745,0.04460514967089148,0.012848800350192719,0.022066351255824138,0.003132811101469311,0.0,0.0027864429167891664,0.024306219783690495
Black,0.0020000000000000005,0.009230769230769199,0.0011494252873563,0.00542635658914724,-0.006944444444444401,0.00625,0.01304347826086956,-0.006097560975609761,-0.011904761904761899,0.00238095238095238,-0.01785714285714282,-0.011666666666666662,-0.00952380952380952,-0.03529411764705882,0.00904255319148934,0.015157651721250078,0.11000000000000001,0.09846153846153842,0.039463601532567,0.0589147286821705,0.06782407407407402,0.1,0.1043478260869565,0.08658536585365849,0.10238095238095235,0.04625850340136049,0.07142857142857138,0.0983333333333333,0.09999999999999996,0.11764705882352937,0.06382978723404252,0.08436502275285022,0.01991230932977296,0.0,0.01703797452810426,0.871860465116279,0.02227105745132009,0.00828486893405308,0.006219418804884228,0.004272365830435752,0.004896804583635658,0.018750000000000003,0.017391304347826077,0.012790351806953027,0.04054615801411046,0.004607556865355082,0.01597191412499848,0.011303883305208783,0.032296809443453645,0.04613055041575916,0.010176131100909033,0.00550846116147304,0.034641016151377546,0.015307499032409555,0.016180653190634983,0.022695114122554094,0.018588553908783587,0.023385358667337132,0.04215373789057676,0.03021832120332649,0.03579356280564977,0.018290023686402514,0.02766416675862439,0.03223179934302283,0.027766437594501422,0.024607647839237516,0.0196880377907678,0.02185873144343344,0.003694956498637006,0.0,0.005785239475378837,0.02912517974513785
Caucasian,0.003999999999999999,-0.02076923076923074,0.0017241379310344597,0.00019379844961237984,-0.0108796296296296,0.034375,0.06739130434782606,0.013414634146341442,0.030952380952380943,-1.997100401718299e-17,-0.00714285714285714,-0.0016666666666666802,-0.02142857142857142,0.02058823529411764,0.013297872340425499,0.02165569826988816,0.124,0.0961538461538461,0.053065134099616794,0.06918604651162782,0.0782407407407407,0.109375,0.1195652173913043,0.10365853658536581,0.1071428571428571,0.0591836734693877,0.0714285714285714,0.10499999999999995,0.08809523809523807,0.1088235294117647,0.07340425531914889,0.09108817642329792,0.01980014416180994,0.0,0.032232167392365244,0.8568023255813954,0.014966629547095765,0.020583212554245587,0.002045417289661147,0.005826859061384825,0.006375203404592784,0.03186887195995491,0.03325447508864859,0.02326680979065719,0.017817416127494955,0.002689011615789407,0.020671137326411078,0.01699673171197591,0.019047619047619042,0.03789440801977976,0.007934273345838454,0.00433517843181585,0.0417612260356422,0.03474335320195759,0.024191086639562237,0.023171682445945915,0.025608276435880296,0.04419417382415922,0.029965323374109166,0.025580703613906148,0.010647942749998992,0.021040377543146138,0.028234621965789096,0.03858612300930075,0.03499271061118824,0.02727534851616384,0.019204264040995414,0.0237746053982386,0.005567063845475682,0.0,0.0069115275215321246,0.04051812553024369
European,0.028000000000000004,-0.01769230769230764,0.0015325670498084398,0.00155038759689922,-0.01388888888888884,0.021875,0.049999999999999975,-0.0048780487804878005,0.05476190476190475,0.00221088435374144,-0.017857142857142818,0.00833333333333334,-0.004761904761904761,0.0029411764705882396,0.01515957446808508,0.02102686205470624,0.1,0.0961538461538461,0.03141762452107276,0.05193798449612398,0.059953703703703655,0.115625,0.10652173913043475,0.07804878048780482,0.10238095238095232,0.05187074829931968,0.07142857142857137,0.09499999999999995,0.08095238095238091,0.1029411764705882,0.055585106382978686,0.0799878409605184,0.019986012940510323,0.0,0.029355293211083062,0.8715697674418605,0.0116619037896906,0.011564074137209952,0.005090164848883665,0.004848835660153748,0.004124659648427205,0.023385358667337135,0.02341376003101957,0.014116874271695366,0.025643641938735726,0.010737206882764966,0.011293848786315635,0.015811388300841875,0.025643641938735723,0.02530095666777239,0.009972517691091812,0.00289648246374059,0.03847076812334269,0.015575735947166595,0.011985051585913451,0.01591744899099307,0.017153855491709485,0.04592793267718459,0.051627574291469185,0.026550659825703978,0.02332847374079216,0.019502287314931484,0.029880715233359834,0.031001792062897132,0.04151332327181593,0.024607647839237516,0.010750735601812634,0.021064982201216987,0.005385193755746006,0.0,0.006734211014160759,0.0364741141900549
Hispanic,-0.003999999999999999,-0.009999999999999981,0.00038314176245208013,0.00116279069767438,-0.01145833333333328,-0.01875,0.0108695652173913,0.02926829268292678,-0.0119047619047619,0.00731292517006802,0.0,0.00333333333333334,-0.014285714285714282,0.0264705882352941,0.01063829787234038,0.01909170262116414,0.08800000000000001,0.08999999999999994,0.034865900383141725,0.05426356589147284,0.06608796296296292,0.1375,0.08478260869565214,0.06829268292682922,0.11666666666666661,0.04982993197278906,0.05714285714285709,0.07999999999999996,0.08571428571428569,0.07941176470588232,0.06489361702127654,0.07716345627225436,0.020348721287101263,0.0,0.02154118403971874,0.8819186046511629,0.01624807680927192,0.024154336104780863,0.006342124657948938,0.0049560898653272555,0.003004804394848902,0.047803307939932364,0.015371886547533634,0.004562996813138942,0.030116930096841694,0.009230793704157757,0.015971914124998446,0.02867441755680874,0.033162829231390745,0.03404657912585357,0.006064762899463503,0.006123046469334113,0.03059411708155671,0.02463941135084149,0.014834069488586921,0.022575647858020888,0.020953230097264637,0.0517279542413964,0.035984663820101834,0.031187102079376618,0.05238095238095236,0.018035231176997873,0.02743266338524504,0.01795054935711501,0.029546842014263934,0.04011229910878191,0.019000607552650817,0.023082086697256348,0.006410188595044026,0.0,0.007804012451666555,0.030098877077027335
Jewish,-0.024,-0.0092307692307692,0.00114942528735632,0.0021317829457364198,-0.007638888888888839,0.03125,0.030434782608695643,-0.0036585365853658595,0.05476190476190475,0.00017006802721088003,0.00357142857142856,0.00666666666666668,-0.040476190476190464,0.01764705882352942,0.00877659574468078,0.01999348367747892,0.1,0.09384615384615377,0.041379310344827544,0.05639534883720926,0.062268518518518445,0.1,0.08260869565217387,0.07682926829268287,0.09285714285714282,0.052891156462584965,0.03928571428571422,0.0833333333333333,0.08809523809523805,0.09411764705882349,0.06515957446808508,0.07527114013683243,0.019995111838429058,0.0,0.0221428728429687,0.8394767441860465,0.017435595774162694,0.01020499935493968,0.004214559386973149,0.006351151010920097,0.0034217003470125903,0.01711632992203644,0.021076868945288377,0.016631928898763186,0.023328473740792163,0.005998364655968797,0.009105391988558515,0.026562295750848685,0.01781741612749495,0.029994232432898695,0.004575704929277983,0.003393840684556059,0.02683281572999747,0.0279051648418724,0.017954596956107266,0.01931578559994255,0.01846998849392458,0.04026280852101602,0.024402113392003957,0.02796913400287733,0.026513163632523904,0.022882841076944445,0.025629821597155933,0.026352313834736497,0.029738085706659027,0.03167744004196769,0.025342828190577874,0.01995405978293716,0.004071597599253103,0.0,0.005240554077009191,0.03628642963509253
Latino,0.004,-0.01769230769230768,0.00076628352490424,0.006201550387596859,-0.01307870370370364,0.009375,0.03478260869565216,0.0024390243902439003,0.004761904761904761,0.00867346938775508,-0.0017857142857142807,0.00166666666666666,-0.009523809523809521,-0.00294117647058824,0.00771276595744676,0.01552547529932492,0.092,0.09769230769230766,0.03524904214559382,0.05038759689922474,0.06539351851851846,0.121875,0.0869565217391304,0.0585365853658536,0.08571428571428569,0.05357142857142853,0.05892857142857137,0.07166666666666664,0.0952380952380952,0.09117647058823523,0.07526595744680847,0.07597680320098125,0.014409544913789601,0.0,0.0206145300035101,0.8836046511627906,0.02244994432064365,0.01764206914027648,0.002802440390484221,0.004092773659291235,0.0031399675847802347,0.035078038001005694,0.015974933105107676,0.009125993626277857,0.02672612419124243,0.005901139990781441,0.029014422873699826,0.009718253158075462,0.019047619047619042,0.023529411764705833,0.0035082196697534145,0.004607625645500136,0.01720465053408525,0.026040478276631945,0.01804634306679033,0.02488631684882483,0.027671478707904835,0.0517279542413964,0.04812161656777966,0.017923095678901317,0.023084189797220604,0.025555515314641942,0.03462628469583094,0.008498365855987984,0.02817180849095054,0.0058823529411764835,0.034946848991200374,0.0226526724277488,0.002391111863684743,0.0,0.005246062492421824,0.03277162153348564
Middle Eastern,3.4694469519536144e-19,-0.02076923076923072,0.0063218390804597405,0.00542635658914726,-0.01342592592592586,0.028125,0.01739130434782608,0.00121951219512194,0.02142857142857142,0.00663265306122446,-0.0017857142857142995,0.006666666666666659,-0.019047619047619042,0.02352941176470582,0.00345744680851062,0.015347543118391819,0.08,0.0915384615384615,0.03620689655172412,0.05116279069767439,0.06226851851851848,0.128125,0.07391304347826083,0.06707317073170728,0.09761904761904758,0.04472789115646254,0.09464285714285711,0.07666666666666663,0.0714285714285714,0.09411764705882349,0.06409574468085102,0.0755724204846417,0.01426498543346672,0.0,0.026157108361995095,0.857732558139535,0.01549193338482967,0.011040538534159473,0.0073599129165894716,0.004610611338515596,0.002115239222511259,0.03029799910885206,0.022381804654319555,0.004562996813138911,0.020481726826291964,0.006639190916987438,0.019884872724392905,0.0161589328580544,0.022080044036894526,0.025640582020827477,0.007871621588802499,0.00183328559680795,0.028284271247461905,0.023759146479200792,0.01809711215114107,0.016067749866801626,0.0173170737781729,0.022963966338592295,0.012675982380098476,0.031566290501328725,0.025421614885788823,0.016397239174413547,0.03976974544878586,0.020682789409984755,0.0345032779671177,0.03673528234351999,0.025236545030375458,0.018859653813563873,0.0020482517814307865,0.0,0.00941033294862459,0.025579148949993424
Native American,-0.009999999999999998,-0.00615384615384614,-0.00134099616858234,-0.0005813953488371801,-0.0075231481481481,0.009375,-0.004347826086956519,0.00853658536585366,0.019047619047619042,0.00765306122448976,-0.01785714285714282,0.03166666666666664,0.0023809523809523786,0.014705882352941142,0.003191489361702081,0.0197082548742618,0.05800000000000001,0.06769230769230764,0.0362068965517241,0.052131782945736393,0.057291666666666595,0.084375,0.08695652173913039,0.05731707317073166,0.07142857142857141,0.04642857142857136,0.05357142857142853,0.10166666666666664,0.09285714285714283,0.09705882352941171,0.05904255319148932,0.06813500042930518,0.02389276391546892,0.0,0.02154208291727264,0.7992441860465116,0.018973665961010275,0.009294650748918857,0.005505788453333252,0.004444707341542491,0.004236806763361807,0.032173844190584375,0.025351964760196948,0.02901311525212271,0.032471861183299644,0.005214186978488362,0.017857142857142832,0.02808716591058786,0.044797351719587555,0.04054131985908888,0.007312620789823112,0.004626235099321878,0.029257477676655586,0.029851704479895762,0.011985051585913457,0.013446316867210577,0.014894174020505005,0.046979051182415334,0.038888138739126756,0.030512185373650764,0.031043820977155457,0.018075279259301236,0.023957871187497766,0.02494438257849296,0.048445214165180474,0.023894230601870507,0.013180331588684974,0.023399520387395446,0.007813582349283428,0.0,0.005361522180466466,0.06463029820592761
Roma,0.009999999999999998,-0.011538461538461501,-0.00019157088122605993,0.0011627906976744199,-0.013078703703703658,0.028125,0.015217391304347818,0.017073170731707298,0.00714285714285714,0.00765306122448976,0.0,-0.00499999999999998,0.0,0.0058823529411765,0.010904255319148919,0.01606460908369498,0.06200000000000001,0.08692307692307687,0.03467432950191566,0.05581395348837204,0.06238425925925921,0.109375,0.09347826086956519,0.06341463414634142,0.09761904761904758,0.05017006802721086,0.046428571428571375,0.07499999999999997,0.08095238095238093,0.08235294117647055,0.06196808510638293,0.07083697389990627,0.02077051134517316,0.0,0.02616011463803538,0.8630813953488371,0.01414213562373095,0.01087856586440837,0.005010228670736348,0.008116430849368928,0.004134391458215696,0.03617449032121946,0.031201521944363732,0.016542268251525025,0.03158690276528951,0.006802721088435336,0.015971914124998446,0.012472191289246422,0.024971639242146456,0.02727534851616381,0.014058058815321782,0.005251799563716963,0.03655133376499413,0.035384615384615375,0.016945091484671267,0.015267087124985368,0.01805852302300195,0.04307515235028194,0.0404371200820397,0.01792309567890132,0.026513163632523904,0.016972755033843066,0.018210783977117086,0.03872983346207418,0.05704356452719493,0.04011229910878192,0.021419070842235,0.020922458061429054,0.00694579042696168,0.0,0.0034475514835678213,0.03336469815160075
South American,0.0020000000000000005,-0.01769230769230768,0.00153256704980842,0.0069767441860464794,-0.012499999999999938,-0.00625,0.02391304347826086,0.01219512195121946,0.0238095238095238,0.0037414965986394405,-0.00714285714285712,-0.00833333333333334,0.0023809523809523807,0.047058823529411736,0.00718085106382976,0.018568958200654382,0.057999999999999996,0.09461538461538456,0.03639846743295016,0.05426356589147281,0.0634259259259259,0.11875,0.08043478260869562,0.07804878048780486,0.10476190476190472,0.0506802721088435,0.05357142857142851,0.08166666666666662,0.09285714285714283,0.1117647058823529,0.05930851063829782,0.07590316922992468,0.0170443020212988,0.0,0.02313876189733216,0.8742441860465118,0.017204650534085254,0.024519042231552646,0.0023147597650563906,0.005794541235552738,0.004521302079774218,0.028980057798424073,0.018700707102266574,0.007712872341874073,0.016835875742536838,0.006422179451870442,0.013122266479195555,0.019002923751652266,0.02048172682629196,0.05687964589945209,0.008223204698798019,0.002492586615836075,0.02315167380558045,0.010204999354939704,0.010298605406678634,0.019486142589533975,0.017509397584505624,0.03775951866748304,0.02800891027548939,0.021262921675808157,0.029546842014263934,0.012733541868935308,0.014940357616679943,0.016158932858054437,0.039411774660111525,0.03789440801977981,0.014605883210368036,0.013005965874752933,0.00182710364032782,0.0,0.009413915306393017,0.033599722017186896
White,0.014000000000000002,-0.013076923076923038,0.00038314176245207997,0.006201550387596879,-0.01469907407407402,0.028125,0.03913043478260868,0.0146341463414634,0.00952380952380952,0.006802721088435319,-0.028571428571428536,0.00499999999999996,-0.04523809523809522,0.00294117647058824,0.013563829787234019,0.02184044075658938,0.09,0.09615384615384612,0.02950191570881222,0.050387596899224764,0.06377314814814809,0.096875,0.09999999999999996,0.073170731707317,0.09999999999999998,0.053061224489795875,0.07857142857142854,0.0883333333333333,0.11666666666666661,0.08529411764705877,0.0683510638297872,0.0793426715436945,0.01892828765823694,0.0,0.03168105495244302,0.8730813953488372,0.010198039027185569,0.009910845174403915,0.0075809804357890136,0.0057030771199853125,0.005013057367524937,0.02072890493972125,0.018951734537133356,0.02715982616014642,0.03794613678692672,0.003988448775360051,0.019884872724392943,0.015456030825826151,0.01388321879725071,0.03140317132950382,0.009640728170421178,0.003440856657916398,0.027568097504180447,0.033441638645052535,0.009831898406403347,0.018313697139422408,0.01888525745775107,0.042389562394532926,0.027839670597534113,0.018892601688816648,0.04797486114192828,0.015573997582915767,0.03406925719346235,0.03274480450731419,0.023084189797220604,0.021613144789263336,0.01969881296504383,0.023040566032237756,0.004521767347328661,0.0,0.008316834857329121,0.025960848543758158
Alaskan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019452912272139723,0.8764534883720929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0095065171171661,0.026858325697542738
