,TB_African,TB_African American,TB_Arab,TB_Asian,TB_Black,TB_Caucasian,TB_European,TB_Hispanic,TB_Jewish,TB_Latino,TB_Middle Eastern,TB_Native American,TB_Roma,TB_South American,TB_White,TB,BAmt_African,BAmt_African American,BAmt_Arab,BAmt_Asian,BAmt_Black,BAmt_Caucasian,BAmt_European,BAmt_Hispanic,BAmt_Jewish,BAmt_Latino,BAmt_Middle Eastern,BAmt_Native American,BAmt_Roma,BAmt_South American,BAmt_White,BAmt,PB_p,PB,BS_a,Acc_a,TB_African_std,TB_African American_std,TB_Arab_std,TB_Asian_std,TB_Black_std,TB_Caucasian_std,TB_European_std,TB_Hispanic_std,TB_Jewish_std,TB_Latino_std,TB_Middle Eastern_std,TB_Native American_std,TB_Roma_std,TB_South American_std,TB_White_std,TB_std,BAmt_African_std,BAmt_African American_std,BAmt_Arab_std,BAmt_Asian_std,BAmt_Black_std,BAmt_Caucasian_std,BAmt_European_std,BAmt_Hispanic_std,BAmt_Jewish_std,BAmt_Latino_std,BAmt_Middle Eastern_std,BAmt_Native American_std,BAmt_Roma_std,BAmt_South American_std,BAmt_White_std,BAmt_std,PB_p_std,PB_std,BS_a_std,Acc_a_std
Baseline,-0.01,-0.0038461538461538325,0.028416347381864566,0.059431524547803566,0.0059799382716049015,0.03125,-0.0688405797101449,-0.014227642276422765,0.12698412698412695,0.031746031746031696,0.0327380952380952,0.04722222222222223,0.003968253968253965,0.17156862745098037,0.08023049645390067,0.06126763046744099,0.4366666666666667,0.5705128205128205,1.0360791826309068,1.1317829457364341,1.0923996913580247,0.375,0.5615942028985507,0.2947154471544715,0.41269841269841273,1.0289115646258502,0.4255952380952381,0.4916666666666667,0.3928571428571428,0.5343137254901961,1.0704787234042552,0.6570181620530424,0.0,0.07126533215368223,0.0063501050483009,0.3528100775193798,-0.01,-0.0038461538461538325,0.028416347381864566,0.059431524547803566,0.0059799382716049015,0.03125,-0.0688405797101449,-0.014227642276422765,0.12698412698412695,0.031746031746031696,0.0327380952380952,0.04722222222222223,0.003968253968253965,0.17156862745098037,0.08023049645390067,0.06126763046744099,0.4366666666666667,0.5705128205128205,1.0360791826309068,1.1317829457364341,1.0923996913580247,0.375,0.5615942028985507,0.2947154471544715,0.41269841269841273,1.0289115646258502,0.4255952380952381,0.4916666666666667,0.3928571428571428,0.5343137254901961,1.0704787234042552,0.6570181620530424,0.0,0.07126533215368223,0.0063501050483009,0.3528100775193798
African,0.18666666666666668,0.0769230769230769,0.05363984674329497,0.0429586563307493,0.03877314814814813,0.026041666666666668,-0.09782608695652169,-0.030487804878048766,-2.3129646346357427e-18,0.008219954648526031,-0.07440476190476186,-0.0138888888888889,0.023809523809523798,0.0392156862745098,0.016400709219858135,0.05715736640017947,0.6333333333333334,0.5948717948717949,0.6340996168582375,0.6908914728682172,0.7297453703703703,0.296875,0.43115942028985504,0.27439024390243905,0.2936507936507936,0.6306689342403629,0.3958333333333333,0.44166666666666665,0.3333333333333333,0.30392156862745096,0.6529255319148937,0.4891577609507387,0.07190659236100967,0.0,-0.0005782864566589999,0.577422480620155,0.18666666666666668,0.0769230769230769,0.05363984674329497,0.0429586563307493,0.03877314814814813,0.026041666666666668,-0.09782608695652169,-0.030487804878048766,-2.3129646346357427e-18,0.008219954648526031,-0.07440476190476186,-0.0138888888888889,0.023809523809523798,0.0392156862745098,0.016400709219858135,0.05715736640017947,0.6333333333333334,0.5948717948717949,0.6340996168582375,0.6908914728682172,0.7297453703703703,0.296875,0.43115942028985504,0.27439024390243905,0.2936507936507936,0.6306689342403629,0.3958333333333333,0.44166666666666665,0.3333333333333333,0.30392156862745096,0.6529255319148937,0.4891577609507387,0.07190659236100967,0.0,-0.0005782864566589999,0.577422480620155
African American,0.07666666666666666,0.07820512820512816,0.025862068965517234,-0.020671834625322967,0.05999228395061723,0.14583333333333334,-0.1050724637681159,-0.028455284552845503,0.011904761904761899,0.049603174603174593,0.0,0.03888888888888887,0.0833333333333333,-0.09313725490196073,-0.002659574468085065,0.06000787002649307,0.4633333333333333,0.6243589743589744,0.6293103448275863,0.6718346253229974,0.7663966049382717,0.46875,0.39492753623188404,0.23170731707317072,0.36904761904761907,0.6255668934240363,0.41071428571428564,0.4222222222222222,0.3928571428571428,0.29901960784313725,0.7083333333333334,0.49855865603519955,0.09028749465780755,0.0,-0.0007367392590770333,0.5700581395348837,0.07666666666666666,0.07820512820512816,0.025862068965517234,-0.020671834625322967,0.05999228395061723,0.14583333333333334,-0.1050724637681159,-0.028455284552845503,0.011904761904761899,0.049603174603174593,0.0,0.03888888888888887,0.0833333333333333,-0.09313725490196073,-0.002659574468085065,0.06000787002649307,0.4633333333333333,0.6243589743589744,0.6293103448275863,0.6718346253229974,0.7663966049382717,0.46875,0.39492753623188404,0.23170731707317072,0.36904761904761907,0.6255668934240363,0.41071428571428564,0.4222222222222222,0.3928571428571428,0.29901960784313725,0.7083333333333334,0.49855865603519955,0.09028749465780755,0.0,-0.0007367392590770333,0.5700581395348837
Arab,0.03666666666666667,-0.0269230769230769,0.07567049808429113,0.04328165374676996,0.016975308641975266,0.08854166666666667,-0.0688405797101449,0.026422764227642268,0.047619047619047596,0.019841269841269767,0.10119047619047616,-0.0444444444444444,-0.01984126984126983,0.09803921568627445,0.08023049645390067,0.059826042685936574,0.41,0.41410256410256413,0.8253512132822477,0.735142118863049,0.7712191358024691,0.2864583333333333,0.4166666666666667,0.30691056910569103,0.27777777777777773,0.6961451247165532,0.5238095238095238,0.4333333333333333,0.3293650793650793,0.37254901960784315,0.7149822695035462,0.5009208486179785,0.06112443648542156,0.0,-5.826103300236689e-05,0.5395348837209303,0.03666666666666667,-0.0269230769230769,0.07567049808429113,0.04328165374676996,0.016975308641975266,0.08854166666666667,-0.0688405797101449,0.026422764227642268,0.047619047619047596,0.019841269841269767,0.10119047619047616,-0.0444444444444444,-0.01984126984126983,0.09803921568627445,0.08023049645390067,0.059826042685936574,0.41,0.41410256410256413,0.8253512132822477,0.735142118863049,0.7712191358024691,0.2864583333333333,0.4166666666666667,0.30691056910569103,0.27777777777777773,0.6961451247165532,0.5238095238095238,0.4333333333333333,0.3293650793650793,0.37254901960784315,0.7149822695035462,0.5009208486179785,0.06112443648542156,0.0,-5.826103300236689e-05,0.5395348837209303
Asian,0.016666666666666666,0.0179487179487179,0.022349936143039567,0.109173126614987,0.018711419753086402,0.036458333333333336,0.043478260869565195,-0.016260162601625966,0.10317460317460314,0.005952380952380967,-0.06845238095238089,0.0833333333333333,-0.027777777777777766,-0.06862745098039214,0.033687943262411334,0.050664684380700035,0.33,0.44871794871794873,0.6494252873563219,0.8113695090439276,0.7282021604938271,0.3385416666666667,0.3550724637681159,0.27235772357723576,0.38095238095238093,0.6352040816326531,0.4375,0.3444444444444445,0.4087301587301588,0.35294117647058826,0.726063829787234,0.4813015221094335,0.0726862840659671,0.0,0.005667744897406266,0.5643410852713178,0.016666666666666666,0.0179487179487179,0.022349936143039567,0.109173126614987,0.018711419753086402,0.036458333333333336,0.043478260869565195,-0.016260162601625966,0.10317460317460314,0.005952380952380967,-0.06845238095238089,0.0833333333333333,-0.027777777777777766,-0.06862745098039214,0.033687943262411334,0.050664684380700035,0.33,0.44871794871794873,0.6494252873563219,0.8113695090439276,0.7282021604938271,0.3385416666666667,0.3550724637681159,0.27235772357723576,0.38095238095238093,0.6352040816326531,0.4375,0.3444444444444445,0.4087301587301588,0.35294117647058826,0.726063829787234,0.4813015221094335,0.0726862840659671,0.0,0.005667744897406266,0.5643410852713178
Black,0.02,0.025641025641025637,0.013729246487867166,-0.0038759689922481,0.06693672839506169,0.06770833333333333,-0.036231884057971,-0.03455284552845523,0.003968253968253965,0.03968253968253963,-0.005952380952380936,0.027777777777777735,0.06746031746031743,0.0049019607843137,0.03900709219858153,0.048915890407224605,0.41333333333333333,0.5692307692307692,0.6816730523627075,0.7868217054263565,0.8258101851851851,0.421875,0.48550724637681153,0.31910569105691056,0.32142857142857134,0.6870748299319728,0.3452380952380952,0.3833333333333333,0.376984126984127,0.3088235294117647,0.7349290780141843,0.5107445698209415,0.06692930828074396,0.0,0.004875142918149234,0.5359496124031007,0.02,0.025641025641025637,0.013729246487867166,-0.0038759689922481,0.06693672839506169,0.06770833333333333,-0.036231884057971,-0.03455284552845523,0.003968253968253965,0.03968253968253963,-0.005952380952380936,0.027777777777777735,0.06746031746031743,0.0049019607843137,0.03900709219858153,0.048915890407224605,0.41333333333333333,0.5692307692307692,0.6816730523627075,0.7868217054263565,0.8258101851851851,0.421875,0.48550724637681153,0.31910569105691056,0.32142857142857134,0.6870748299319728,0.3452380952380952,0.3833333333333333,0.376984126984127,0.3088235294117647,0.7349290780141843,0.5107445698209415,0.06692930828074396,0.0,0.004875142918149234,0.5359496124031007
Caucasian,-0.03333333333333333,0.0064102564102564005,-0.0009578544061302676,0.031653746770025804,-0.008680555555555566,0.125,0.054347826086956506,0.014227642276422764,0.08730158730158727,0.007653061224489765,0.035714285714285705,-0.019444444444444434,0.05158730158730157,-0.02941176470588233,0.06870567375886523,0.047234160483176364,0.32666666666666666,0.3935897435897436,0.5769476372924648,0.6253229974160207,0.6082175925925926,0.53125,0.5108695652173912,0.3028455284552845,0.373015873015873,0.5813492063492064,0.41071428571428564,0.39166666666666666,0.36904761904761907,0.36274509803921573,0.6502659574468086,0.46763429583398924,0.06440446546906127,0.0,0.004388757980335233,0.6204457364341085,-0.03333333333333333,0.0064102564102564005,-0.0009578544061302676,0.031653746770025804,-0.008680555555555566,0.125,0.054347826086956506,0.014227642276422764,0.08730158730158727,0.007653061224489765,0.035714285714285705,-0.019444444444444434,0.05158730158730157,-0.02941176470588233,0.06870567375886523,0.047234160483176364,0.32666666666666666,0.3935897435897436,0.5769476372924648,0.6253229974160207,0.6082175925925926,0.53125,0.5108695652173912,0.3028455284552845,0.373015873015873,0.5813492063492064,0.41071428571428564,0.39166666666666666,0.36904761904761907,0.36274509803921573,0.6502659574468086,0.46763429583398924,0.06440446546906127,0.0,0.004388757980335233,0.6204457364341085
European,-0.023333333333333334,-0.017948717948717937,0.047573435504469935,0.031330749354005136,0.03144290123456787,0.07291666666666667,0.19927536231884055,0.028455284552845503,0.015873015873015865,0.04450113378684803,-0.008928571428571433,-0.05555555555555553,0.01984126984126983,0.0980392156862745,0.07491134751773047,0.0604419426046664,0.3566666666666667,0.3769230769230769,0.7065772669220944,0.8065245478036176,0.7652391975308642,0.23958333333333334,0.6847826086956522,0.29674796747967475,0.3412698412698412,0.7242063492063492,0.34821428571428575,0.4333333333333333,0.31349206349206343,0.40196078431372545,0.7992021276595743,0.5063148966896102,0.07159559988906233,0.0,0.0021973480601484336,0.5369186046511628,-0.023333333333333334,-0.017948717948717937,0.047573435504469935,0.031330749354005136,0.03144290123456787,0.07291666666666667,0.19927536231884055,0.028455284552845503,0.015873015873015865,0.04450113378684803,-0.008928571428571433,-0.05555555555555553,0.01984126984126983,0.0980392156862745,0.07491134751773047,0.0604419426046664,0.3566666666666667,0.3769230769230769,0.7065772669220944,0.8065245478036176,0.7652391975308642,0.23958333333333334,0.6847826086956522,0.29674796747967475,0.3412698412698412,0.7242063492063492,0.34821428571428575,0.4333333333333333,0.31349206349206343,0.40196078431372545,0.7992021276595743,0.5063148966896102,0.07159559988906233,0.0,0.0021973480601484336,0.5369186046511628
Hispanic,-0.02666666666666667,0.02435897435897434,0.0386334610472541,-0.021640826873385,0.0260416666666666,0.09375,-0.032608695652173905,0.13617886178861782,2.3129646346357427e-18,0.12471655328798183,-0.08928571428571423,0.0,0.03174603174603173,-0.029411764705882373,0.022606382978723333,0.06968705879846414,0.38000000000000006,0.4576923076923077,0.6676245210727969,0.7328811369509044,0.7243441358024691,0.3854166666666667,0.4818840579710144,0.45325203252032525,0.2936507936507936,0.7585034013605442,0.3333333333333333,0.43888888888888883,0.31746031746031744,0.4019607843137254,0.7194148936170213,0.503087151420074,0.08566613966338947,0.0,0.0014096334665917333,0.5535852713178294,-0.02666666666666667,0.02435897435897434,0.0386334610472541,-0.021640826873385,0.0260416666666666,0.09375,-0.032608695652173905,0.13617886178861782,2.3129646346357427e-18,0.12471655328798183,-0.08928571428571423,0.0,0.03174603174603173,-0.029411764705882373,0.022606382978723333,0.06968705879846414,0.38000000000000006,0.4576923076923077,0.6676245210727969,0.7328811369509044,0.7243441358024691,0.3854166666666667,0.4818840579710144,0.45325203252032525,0.2936507936507936,0.7585034013605442,0.3333333333333333,0.43888888888888883,0.31746031746031744,0.4019607843137254,0.7194148936170213,0.503087151420074,0.08566613966338947,0.0,0.0014096334665917333,0.5535852713178294
Jewish,-0.016666666666666666,0.011538461538461534,0.05363984674329497,0.0268087855297157,0.0071373456790123,0.078125,-0.0652173913043478,0.0121951219512195,0.2658730158730158,0.033446712018140534,0.017857142857142867,-0.1055555555555555,0.003968253968253967,0.11274509803921563,0.044769503546099265,0.07001511807519896,0.3433333333333333,0.38589743589743586,0.6845466155810983,0.6986434108527133,0.6676311728395062,0.3802083333333333,0.4202898550724637,0.29674796747967475,0.5595238095238094,0.6286848072562359,0.4345238095238095,0.39444444444444443,0.2817460317460317,0.34803921568627444,0.6804078014184398,0.48031120293257357,0.056670526528576126,0.0,0.002782246322208066,0.585562015503876,-0.016666666666666666,0.011538461538461534,0.05363984674329497,0.0268087855297157,0.0071373456790123,0.078125,-0.0652173913043478,0.0121951219512195,0.2658730158730158,0.033446712018140534,0.017857142857142867,-0.1055555555555555,0.003968253968253967,0.11274509803921563,0.044769503546099265,0.07001511807519896,0.3433333333333333,0.38589743589743586,0.6845466155810983,0.6986434108527133,0.6676311728395062,0.3802083333333333,0.4202898550724637,0.29674796747967475,0.5595238095238094,0.6286848072562359,0.4345238095238095,0.39444444444444443,0.2817460317460317,0.34803921568627444,0.6804078014184398,0.48031120293257357,0.056670526528576126,0.0,0.002782246322208066,0.585562015503876
Latino,-0.03,-0.0153846153846154,0.036717752234993566,0.008720930232558167,0.024305555555555528,0.041666666666666664,-0.0181159420289855,0.06300813008130077,0.01587301587301587,0.11167800453514733,0.017857142857142867,0.0138888888888889,0.1071428571428571,0.15686274509803916,0.015070921985815599,0.05818050436359614,0.41,0.4205128205128205,0.6376117496807153,0.6992894056847545,0.7129629629629629,0.2916666666666667,0.3876811594202898,0.37601626016260165,0.3095238095238095,0.7607709750566894,0.3928571428571428,0.425,0.376984126984127,0.4313725490196078,0.673758865248227,0.48706723291869425,0.06768805427262027,0.0,0.0017178902269923333,0.5669573643410852,-0.03,-0.0153846153846154,0.036717752234993566,0.008720930232558167,0.024305555555555528,0.041666666666666664,-0.0181159420289855,0.06300813008130077,0.01587301587301587,0.11167800453514733,0.017857142857142867,0.0138888888888889,0.1071428571428571,0.15686274509803916,0.015070921985815599,0.05818050436359614,0.41,0.4205128205128205,0.6376117496807153,0.6992894056847545,0.7129629629629629,0.2916666666666667,0.3876811594202898,0.37601626016260165,0.3095238095238095,0.7607709750566894,0.3928571428571428,0.425,0.376984126984127,0.4313725490196078,0.673758865248227,0.48706723291869425,0.06768805427262027,0.0,0.0017178902269923333,0.5669573643410852
Middle Eastern,0.049999999999999996,0.02435897435897437,0.12037037037037034,0.010981912144702866,0.0219907407407407,-0.005208333333333333,-0.0507246376811594,0.03252032520325197,-0.019841269841269837,0.012471655328798167,0.20833333333333326,0.008333333333333333,-0.0595238095238095,-0.06862745098039214,0.003989361702127635,0.06375770635377599,0.37000000000000005,0.43461538461538457,0.7774584929757343,0.751937984496124,0.73070987654321,0.359375,0.5072463768115941,0.3130081300813008,0.2738095238095238,0.6462585034013606,0.7321428571428571,0.4361111111111111,0.3928571428571428,0.35294117647058815,0.6972517730496454,0.518381555557705,0.0862485672801862,0.0,0.0027001217252303335,0.5523255813953488,0.049999999999999996,0.02435897435897437,0.12037037037037034,0.010981912144702866,0.0219907407407407,-0.005208333333333333,-0.0507246376811594,0.03252032520325197,-0.019841269841269837,0.012471655328798167,0.20833333333333326,0.008333333333333333,-0.0595238095238095,-0.06862745098039214,0.003989361702127635,0.06375770635377599,0.37000000000000005,0.43461538461538457,0.7774584929757343,0.751937984496124,0.73070987654321,0.359375,0.5072463768115941,0.3130081300813008,0.2738095238095238,0.6462585034013606,0.7321428571428571,0.4361111111111111,0.3928571428571428,0.35294117647058815,0.6972517730496454,0.518381555557705,0.0862485672801862,0.0,0.0027001217252303335,0.5523255813953488
Native American,0.02,-0.005128205128205168,0.03256704980842907,0.018733850129198898,0.0559413580246913,0.026041666666666668,0.010869565217391302,-0.012195121951219468,0.023809523809523798,0.02692743764172333,-0.011904761904761899,0.23888888888888885,0.03174603174603174,-0.02941176470588233,0.07180851063829784,0.059111158684150435,0.5666666666666667,0.5358974358974359,0.7401021711366539,0.7926356589147288,0.8391203703703702,0.4010416666666667,0.5688405797101449,0.34552845528455284,0.34920634920634913,0.7531179138321996,0.5178571428571429,0.8444444444444446,0.42063492063492064,0.36274509803921573,0.7943262411347517,0.5888110076530829,0.07731215514479622,0.0,0.007099344469663333,0.5055232558139534,0.02,-0.005128205128205168,0.03256704980842907,0.018733850129198898,0.0559413580246913,0.026041666666666668,0.010869565217391302,-0.012195121951219468,0.023809523809523798,0.02692743764172333,-0.011904761904761899,0.23888888888888885,0.03174603174603174,-0.02941176470588233,0.07180851063829784,0.059111158684150435,0.5666666666666667,0.5358974358974359,0.7401021711366539,0.7926356589147288,0.8391203703703702,0.4010416666666667,0.5688405797101449,0.34552845528455284,0.34920634920634913,0.7531179138321996,0.5178571428571429,0.8444444444444446,0.42063492063492064,0.36274509803921573,0.7943262411347517,0.5888110076530829,0.07731215514479622,0.0,0.007099344469663333,0.5055232558139534
Roma,0.02666666666666666,-0.016666666666666635,0.03416347381864623,0.04231266149870794,0.029128086419753035,0.140625,-0.010869565217391297,0.020325203252032503,0.11111111111111106,0.048469387755102004,-0.005952380952380934,0.0333333333333333,0.10317460317460315,0.03921568627450977,0.062499999999999965,0.06985919667295933,0.5066666666666667,0.567948717948718,0.8010855683269477,0.8433462532299741,0.8840663580246914,0.359375,0.5253623188405797,0.30081300813008127,0.34920634920634913,0.7695578231292517,0.4047619047619047,0.5,0.5238095238095238,0.38235294117647056,0.8311170212765958,0.5699646303018503,0.07278858250816213,0.0,-0.0003162041753982335,0.48759689922480615,0.02666666666666666,-0.016666666666666635,0.03416347381864623,0.04231266149870794,0.029128086419753035,0.140625,-0.010869565217391297,0.020325203252032503,0.11111111111111106,0.048469387755102004,-0.005952380952380934,0.0333333333333333,0.10317460317460315,0.03921568627450977,0.062499999999999965,0.06985919667295933,0.5066666666666667,0.567948717948718,0.8010855683269477,0.8433462532299741,0.8840663580246914,0.359375,0.5253623188405797,0.30081300813008127,0.34920634920634913,0.7695578231292517,0.4047619047619047,0.5,0.5238095238095238,0.38235294117647056,0.8311170212765958,0.5699646303018503,0.07278858250816213,0.0,-0.0003162041753982335,0.48759689922480615
South American,0.03333333333333333,0.008974358974358965,0.03160919540229876,0.03875968992248057,0.0434027777777777,-0.041666666666666664,-0.08333333333333333,0.024390243902439036,0.039682539682539666,0.1077097505668934,-0.008928571428571433,-0.011111111111111134,-0.011904761904761902,0.15196078431372548,0.0031028368794326355,0.0613463340548874,0.4533333333333333,0.4807692307692308,0.7863984674329503,0.8262273901808787,0.8570601851851851,0.375,0.5108695652173912,0.3658536585365853,0.38888888888888884,0.8883219954648526,0.3720238095238095,0.5444444444444444,0.369047619047619,0.75,0.837322695035461,0.5870374188707085,0.06620217891077504,0.0,0.0025896640406239,0.4813953488372093,0.03333333333333333,0.008974358974358965,0.03160919540229876,0.03875968992248057,0.0434027777777777,-0.041666666666666664,-0.08333333333333333,0.024390243902439036,0.039682539682539666,0.1077097505668934,-0.008928571428571433,-0.011111111111111134,-0.011904761904761902,0.15196078431372548,0.0031028368794326355,0.0613463340548874,0.4533333333333333,0.4807692307692308,0.7863984674329503,0.8262273901808787,0.8570601851851851,0.375,0.5108695652173912,0.3658536585365853,0.38888888888888884,0.8883219954648526,0.3720238095238095,0.5444444444444444,0.369047619047619,0.75,0.837322695035461,0.5870374188707085,0.06620217891077504,0.0,0.0025896640406239,0.4813953488372093
White,0.003333333333333332,0.0012820512820513007,0.009897828863346099,0.039405684754521934,0.022762345679012266,0.041666666666666664,0.0471014492753623,0.04471544715447149,0.043650793650793634,0.0153061224489796,-0.0148809523809524,0.0,0.043650793650793634,0.0,0.05984042553191487,0.03797669394814476,0.33666666666666667,0.32179487179487176,0.6216475095785441,0.7073643410852712,0.7052469135802469,0.2916666666666667,0.3442028985507246,0.23983739837398368,0.2817460317460317,0.641156462585034,0.306547619047619,0.27777777777777773,0.2658730158730158,0.3627450980392157,0.6901595744680851,0.4262955230555836,0.057469596787654564,0.0,0.00019373407881666683,0.5914728682170542,0.003333333333333332,0.0012820512820513007,0.009897828863346099,0.039405684754521934,0.022762345679012266,0.041666666666666664,0.0471014492753623,0.04471544715447149,0.043650793650793634,0.0153061224489796,-0.0148809523809524,0.0,0.043650793650793634,0.0,0.05984042553191487,0.03797669394814476,0.33666666666666667,0.32179487179487176,0.6216475095785441,0.7073643410852712,0.7052469135802469,0.2916666666666667,0.3442028985507246,0.23983739837398368,0.2817460317460317,0.641156462585034,0.306547619047619,0.27777777777777773,0.2658730158730158,0.3627450980392157,0.6901595744680851,0.4262955230555836,0.057469596787654564,0.0,0.00019373407881666683,0.5914728682170542
Alaskan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005402437948659301,0.45823643410852716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005402437948659301,0.45823643410852716
